CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Everolimus Tablet 5 mg/10 mg (additional Indication),everolimus,0.8400000000000001,100.0,33.333333333333336,Fuzzy,21.12.11,2/14/08,"Indication for the treatment of progressive neuroendocrine tumours of pancreatic origin (PNET) in patient with unrespectable, locally advanced or metastatic disease.",Treatment of neuroendocrine tumors
Rosuvastatin Calcium Tablets 5/10/20mg (Additional Indication),rosuvastatin,0.8400000000000001,100.0,33.333333333333336,Fuzzy,05.04.11,2/14/14,"1. As adjunct to diet to reduce Total-C, LDL-C, and ApoB levels in adolesent boys and girls, who are at least one year post-menarche, 10-17 years of age with heterozygous hypercholesterolemia if after an adequate trial of diet therapy the following findinÞ¡",For the treatment of pediatric homozygous familial hypercholesterolemia
Sorafenib tablets 200mg (Additional Indication),Sorafenib,0.8400000000000001,100.0,33.333333333333336,Fuzzy,22.01.08,4/20/06,For hepatocellular Carcenoma.,Treatment of hepatocellular carcinoma
Temsirolimus Concentrate for Infusion for Injection 25mg/mlÂ ,Temsirolimus,0.8400000000000001,100.0,33.333333333333336,Fuzzy,15.12.10,12/16/04,For the treatment of advanced renal cell carcinoma,Treatment of renal cell carcinoma
Ivabradine Tablets 5mg/7.5mg (Additional Indication),ivabradine,0.8400000000000001,100.0,33.333333333333336,Fuzzy,05.05.11,3/23/16,"For Symptomatic Treatment of Chronic Stable Angina Pectoris in Coronary Artery Disease Patients with Normal Sinus Rhythm, Indicated in Combination with Beta-Blockers in Patients Inadequately Controlled with an Optimal Beta-Blocker Dose and Whose Heart ratÞ¡",Treatment of pediatric patients (0 through 16 years of age) with dilated cardiomyopathy.
Lenalidomide Capsule 5mg/10mg/15mg/25mg (Additional Indication),lenalidomide,0.839344262295082,100.0,32.87671232876712,Fuzzy,22.04.08,9/20/01,In combination with dexamethasone for the treatment of multiple myeloma patients who have received at least one prior therapy.,Treatment of multiple myeloma
Propranolol 40mg (SR Pellets) + Fluarizine 5mg/10mg capsules,propranolol,0.8392857142857143,100.0,32.83582089552238,Fuzzy,16.03.10,9/5/08,For the prophylaxis of migraine.,Treatment of proliferating infantile hemangiomas requiring systemic therapy
Decitabine Injection 30mg/vial (Additional pack size),decitabine,0.8392156862745098,100.0,32.786885245901644,Fuzzy,13.02.15,3/8/99,"For treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes(refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia wÞ¡",Treatment of myelodysplastic syndromes.
Dasatinib 20mg/50mg/70mg (Additional Indication),dasatinib,0.8391304347826087,100.0,32.72727272727273,Fuzzy,16.03.11,11/28/05,Treatment of newly Diagnosed Adults with Chronic Myeloid Leukaemia (CML) in Chronic Phase.,Treatment of chronic myelogenous leukemia
Abatacept Injection 250mg/vial (Addl. Indication),abatacept,0.8391304347826087,100.0,32.72727272727273,Fuzzy,20.02.09,12/26/17,In moderately to severly active rheumatoid arithritis in adults and may be used as monotherapy or concomitantly with DMARD's other than TNF antagonists.,Prevention of graft versus host disease
Amifostine sterile lyophillised powder for injection,Amifostine,0.8384615384615385,100.0,32.25806451612904,Fuzzy,21/03/1996,5/30/90,Indicated as a chemoprotective agent against the serious toxicities associated with intensive regimens of platinum and alkylating agent chemotherapy (on reconstitution each ml will contains 50mg amifostine).,For use as a chemoprotective agent for cisplatin in the treatment of advanced ovarian carcinoma.
Ivabradine Hcl Tablets 5/7.5mg (Additional Indication),ivabradine,0.8384615384615385,100.0,32.25806451612904,Fuzzy,10.02.10,3/23/16,"For Symptomatic Treatment of chronic stable angina pectoris in coronary artery disease patients with normal sinus rhythm, indicated in combination with beta-blockers in patients inadequately controlled with an optimal beta-blocker dose and whose heart ratÞ¡",Treatment of pediatric patients (0 through 16 years of age) with dilated cardiomyopathy.
Cetrorelix acetate inj.,Sermorelin acetate,0.8383838383838383,80.0,75.0,Fuzzy,22-03-2001,9/14/88,By gynaecologists- prevention of premature ovulation in patients under going a controlled ovarian stimulation followed by oocyte picking and assisted reproductive techniques.,Treatment of idiopathic or organic growth hormone deficiency in children with growth failure.
Meloxicam ODT 7.5mg/15mg (Additional dosage form),meloxicam,0.8382978723404255,100.0,32.14285714285714,Fuzzy,23.02.15,11/22/02,Non-steroidal anti-inflammatory.,Treatment of juvenile rheumatoid arthritis
Eltrombopag olamine tablets 25mg/50mg (Additional Indication),eltrombopag,0.8372881355932204,100.0,31.428571428571427,Fuzzy,07.04.14,11/8/13,"Indicated in patients with chronic hepatitis C virus (HCV) infection for the treatment of thrombocytopenia to: Enable the initiation of interferon based therapy, optimise interferon based therapy.",Treatment of aplastic anemia
Ivabradine HCL Tablets 5mg/7.5mg (Additional indication),ivabradine,0.837037037037037,100.0,31.25,Fuzzy,19.12.13,3/23/16,"Additional indication of ""treatment of chronic heart failure in chronic heart failure NYHA II to IV class with systolic dysfunction, in patients in sinus rhythm and whose heart rate is > 75 bpm, in combination with standard therapy including beta-blocker Þ¡",Treatment of pediatric patients (0 through 16 years of age) with dilated cardiomyopathy.
Trabectedin powder for concentrate for solution for infusion,trabectedin,0.8366666666666667,100.0,30.98591549295775,Fuzzy,01.04.09,9/30/04,"For the treatment of patients with advanced soft tissue sarcoma, after failure of anthracyclines and ifosfamide, or who are unsuited to recieve these agents.",Treatment of soft tissue sarcoma
Rosuvastatin Calcium IP 5mg/10mg + Fenofibrate BP 160mg/160mg tablet,rosuvastatin,0.8363636363636363,100.0,30.76923076923077,Fuzzy,29.12.10,2/14/14,Additional strength,For the treatment of pediatric homozygous familial hypercholesterolemia
Tacrolimus Capsules 0.5mg/1mg/5mg (Additional indication),Tacrolimus,0.8363636363636363,100.0,30.76923076923077,Fuzzy,11.08.11,6/6/05,Lupus nephritis (in a case where the effect of steroids is insufficient or administration of steroids is difficult because of their adverse reactions).,Prophylaxis of organ rejection in patients receiving heart transplants.
Bosentan (as monohydrate) Tablets 62.5mg/125mg,bosentan,0.8363636363636363,100.0,30.76923076923077,Fuzzy,23.06.09,10/6/00,"For the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO Class III or IV symptoms, to improve excercise ability and decrease the rate of clinical worsening.",Treatment of pulmonary arterial hypertension
Deferasirox Tablet for Oral Suspension (Additional Sosage Form),deferasirox,0.8360655737704918,100.0,30.555555555555557,Fuzzy,14.12.10,2/24/15,Same as approved,Treatment of chronic iron overload in alpha-thalassemia
Lamotrigine Orodispersible Tablet 12.5 mg (additional strength),Lamotrigine,0.8360655737704918,100.0,30.555555555555557,Fuzzy,20.03.10,8/23/95,Same as Approved,Treatment of Lennox-Gastaut syndrome.
Pazopanib Tablet 200mg/400mg (additional indication),pazopanib,0.836,100.0,30.508474576271183,Fuzzy,23.02.15,10/20/09,For the treatment of patients with advanced Soft Tissue Sarcoma (STS) who have received prior chemotherapy.,Treatment of soft tissue sarcomas
Diazepam rectal solution,Diazepam viscous solution for rectal administration,0.8357843137254902,100.0,56.00000000000001,Fuzzy,17-06-1999,2/25/92,Emergency treatment of convulsions as well as chronic prophylaxis against febrile seizures.,"For the management of selected, refractory, patients with epilepsy, on stable regimens of antiepileptic drugs (AEDs), who require intermittent use of diazepam to control bouts of increased seizure activity."
Deferasirox Dispersible tablet 100/400mg (Additional indication),deferasirox,0.835483870967742,100.0,30.136986301369863,Fuzzy,26.09.14,2/24/15,Treatment of chronic iron overload in patients with non-transfusion dependent thalassemia (NTDT) syndromes aged 10 years and older.,Treatment of chronic iron overload in alpha-thalassemia
Rifaximin Oral Suspension 100mg/5ml (New Dosage Form),rifaximin,0.8352941176470589,100.0,30.000000000000004,Fuzzy,09.06.11,2/10/98,Treatment of Infectious Diarrhoea in Adult and Children(>2years of age and above).,Treatment of hepatic encephalopathy
Abatacept Injection 250mg/vial (additional indication),abatacept,0.8346153846153846,100.0,29.508196721311474,Fuzzy,10.04.09,12/26/17,For reducing signs and symptoms of moderately to severly active polyarticular juvenile idiopathic arthritis/juvenile rheumatoid arthritis in pediatric patients 6 years of age and older who have had an inadequate response to one or more DMARD's such as MTXÞ¡,Prevention of graft versus host disease
Decitabine Lyophilized powder for injection 50mg/20ml vial,decitabine,0.8344827586206897,100.0,29.411764705882348,Fuzzy,28.04.09,3/8/99,"For treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes(refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia wÞ¡",Treatment of myelodysplastic syndromes.
"Pasireotide solution for injection 0.3mg/ml, 06mg/ml and 0.9mg/ml",pasireotide,0.834375,100.0,29.333333333333332,Fuzzy,18.03.15,7/24/09,"""For the treatment of adult patients with Cushingâ??s Disease for whom Pituitary surgery is not an option or has not been curative"".",Treatment of Cushing's disease
Articaine hydrochloride,Cysteamine hydrochloride,0.8342995169082125,80.85106382978724,80.85106382978724,Fuzzy,1986-August,8/19/97,"Local anaesthetic agent- Indicated for spinal infiltration, dental surgical & epidural anaesthesia.",Treatment of corneal cystine crystal accumulation in cystinosis patients.
Mianserin hydrochloride,Amantadine hydrochloride,0.8342995169082125,80.85106382978724,80.85106382978724,Fuzzy,1985-August,4/9/15,"Anti depressant- Indicated in the treatment of endogenous reactive depression anxiety, agitation and insomnia where associated with depressive illness.",Treatment of levodopa-induced dyskinesia
Sorafenib tosylate tablet 200mg (Additional indication),Sorafenib,0.8339622641509434,100.0,29.032258064516125,Fuzzy,25.09.14,4/20/06,For the treatment of patients with locally advanced or metastatic differentiated thyroid carcinoma refractory to radioactive iodine.,Treatment of hepatocellular carcinoma
"Daclizumab solution for infusion (finished formulation, import)",Daclizumab,0.8333333333333334,100.0,28.57142857142857,Fuzzy,12/10/2000,3/5/93,"By hospital, nursing homes, institution only. For prophylaxis in acute organ rejection in patients receiving transplants.",Prevention of acute renal allograft rejection.
Paclitaxel Injection 30mg/100 mg/300mg (additional Indication),Paclitaxel,0.8333333333333334,100.0,28.57142857142857,Fuzzy,24.02.11,3/25/97,"Advanced squmous cell carcinoma of Head and Neck SCCHN: 1. Diagnosed but unrectable locally advanced SCCHN 2. Recurrent SCCHN, if surgery or radiation is not feasible. 3. Palliative treatment of metastatic SCCHN",Treatment of AIDS-related Kaposi's sarcoma.
Levodopa 200mg + Carbidopa 50mg C.R. tablet,levodopa and carbidopa,0.8318181818181818,90.0,61.29032258064516,Fuzzy,08.01.08,1/18/00,For Parkinson's Disease.,Treatment of late stage Parkinson's disease
Nintedanib soft Gelatin Capsule 100/150mg (Additional indication),nintedanib,0.8317460317460317,100.0,27.397260273972602,Fuzzy,01.04.16,7/6/16,In combination with docetaxel for the treatment of adult patients with locally advanced metastatic or recurrent non-small cell lung cancer (NSCLC) of adenocarcinoma tumor histology after first line chemotherapy.,Treatment of systemic sclerosis (including the associated interstitial lung disease).
Baclofen ER Capsule 10 mg/50 mg. (Additional Strength),baclofen,0.8313725490196079,100.0,27.118644067796616,Fuzzy,17.02.11,11/10/87,Same as approved,"Treatment of intractable spasticity caused by spinal cord injury, multiple sclerosis, and other spinal diseases (including spinal ischemia, spinal tumor, transverse myelitis, cervical spondylosis, and degenerative myelopathy)."
Everolimus dispersible Tablet 0.1mg/0.25mg (additional Indication),everolimus,0.83125,100.0,27.027027027027028,Fuzzy,21.08.15,2/14/08,"For the prophylaxis of organ rejection in patients receiving a hepatic transplant. In liver transplantation, Everolimus should be used in combination with tacrolimus and corticosteriods.",Treatment of neuroendocrine tumors
Etanercept (recombinant) powder for inj.along with diluent & syringe,etanercept,0.83125,100.0,27.027027027027028,Fuzzy,7/12/2001,10/27/98,Reduction of signs & symptoms of moderate to severe active rheumatoid arthritis in patients who have had an inadequate response to one or more disease modifying antirheumatic drugs,Reduction in signs and symptoms of moderately to severely active polyarticular-course juvenile rheumatoid arthritis in patients who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs.
Trabectedin powder for Conc. solution for infusion (Additional Indication),trabectedin,0.8309859154929577,100.0,26.82926829268293,Fuzzy,20.03.10,9/30/04,"In combination with pegylated liposomal doxorubicin, it is indicated for the treatment of patients with relapsed platinumsensitive ovarian cancer.",Treatment of soft tissue sarcoma
Carfilzomib sterile lyophilized powder for injection 60mg/vial (50ml vial),carfilzomib,0.8305555555555555,100.0,26.506024096385538,Fuzzy,17.01.17,1/18/08,Relapsed or refractory multiple myeloma i) Carfilzomib for injection is indicated in combination with dexamethasone or with lenalidomide plus dexamethasone for the treatment of patients with relapsed or refractory multiple myeloma who have received one Þ¡,Treatment of multiple myeloma
Albendazole tablet 400mg and suspension 400mg/10ml (Additional Indication),Albendazole,0.8305555555555555,100.0,26.506024096385538,Fuzzy,28.11.11,1/18/96,For the treatment of systemic helminth infections 1. Neurocysticerosis 2. Echinococcosis,"Treatment of neurocysticercosis due to Taenia solium as: 1) chemotherapy of parenchymal, subarachnoidal and racemose (cysts in spinal fluid) neurocysticercosis in symptomatic cases and 2) prophylaxis of epilepsy and other sequelae in asymptomatic neurocysticercosis."
Pazopanib (as Hydrochloride) film coated Tabletsâ?¦200mg / 400mg,pazopanib,0.8305084745762712,100.0,26.470588235294112,Fuzzy,19.10.10,10/20/09,For the treatment of patients with advanced renal cell carcinoma.,Treatment of soft tissue sarcomas
Tenofovir disoproxil fumarate 300mg + Lamivudine 300mg tablet,tenofovir,0.8305084745762712,100.0,26.470588235294112,Fuzzy,07.01.08,3/17/09,For the treatment of adult patients with HIV infection.,Treatment of pediatric HIV infection.
Baclofen ER (GRS) Capsule 45mg/60mg (additional strength),baclofen,0.830188679245283,100.0,26.22950819672131,Fuzzy,22.02.07,11/10/87,As approved.,"Treatment of intractable spasticity caused by spinal cord injury, multiple sclerosis, and other spinal diseases (including spinal ischemia, spinal tumor, transverse myelitis, cervical spondylosis, and degenerative myelopathy)."
Gabapentin 100mg + methylcobalamin 500mcg tablets (Additional Strength),gabapentin,0.8298507462686567,100.0,25.97402597402597,Fuzzy,24.01.08,11/8/10,Same as Approved.,Management of postherpetic neuralgia
Rosuvastatin Calcium IP eq to Rosuvastatin 5mg + Ezetimibe 10mg. (Additional Strength),rosuvastatin,0.8296296296296296,100.0,25.806451612903224,Fuzzy,05.12.11,2/14/14,For the treatment of patients with primary hypercholesterolemia.,For the treatment of pediatric homozygous familial hypercholesterolemia
Tenofovir Disoproxil Fumarate (300mg) + Emtricitabine (200mg) tablet,tenofovir,0.8290322580645162,100.0,25.352112676056336,Fuzzy,7/8/2006,3/17/09,For the treatment of HIV-1 infection in adults.,Treatment of pediatric HIV infection.
Acyclovir tablets/cream/ointment/ophthalmic ointment/suspension,acyclovir,0.8285714285714286,100.0,25.0,Fuzzy,1987-October,12/13/10,"Anti viral agent- Indicated in the treatment of Herpes simplex virus infections of the skin including initial & recurrence genital herpes, herpes labiales, herpes simplex keratites.",Treatment of acute herpetic keratitis caused by Herpes Simplex Virus type 1 and 2
Caffeine + Ergotamine tartarate + Analgin + Trifluperazine Hcl,Caffeine,0.8285714285714286,100.0,25.0,Fuzzy,1976-March,9/20/88,"Poison E,H & Z drug",Treatment of apnea of prematurity.
Tenofovir Fumarate 300mg + Lamivudine 300mg + Efavirenz 600mg Tablets,tenofovir,0.8276923076923077,100.0,24.32432432432432,Fuzzy,23.07.08,3/17/09,For the treatment of HIV infection in adults.,Treatment of pediatric HIV infection.
Paclitaxel Nanoparticle Solution for Injection 20mg/ml (Additional indication),Paclitaxel,0.8263157894736842,100.0,23.25581395348837,Fuzzy,22.01.08,3/25/97,"Ovarian cancer, non-small cell lung cancer and AIDS related Kaposis Sarcoma.",Treatment of AIDS-related Kaposi's sarcoma.
Rifaximin Tablet 550 mg (Additional strength and Additional Indication),rifaximin,0.8260869565217391,100.0,23.076923076923073,Fuzzy,18.08.11,2/10/98,For Reduction in Risk of Overt Hepatic Encephalopathy (HE) Recurrence in Patients â?¥ 18 years of Age.,Treatment of hepatic encephalopathy
Tadalafil Orally Disintegrating Strip 10mg & 20mg (Additional dosage form),tadalafil,0.8257142857142857,100.0,22.78481012658228,Fuzzy,30.07.14,12/18/06,For erectile dysfunction.,Treatment of pulmonary arterial hypertension
Mifepristone + Misoprostol (1 tab of mifepristone 200mg and 4 tab of misoprostol 200mcg) Combipack,mifepristone,0.825531914893617,100.0,22.64150943396226,Fuzzy,16.12.08,7/5/07,For the medical termination of intrauterine pregnancy (MTP) of up to 63 days gestation based on the first day of the last menstrual period.,Treatment of the clinical manifestations of endogenous Cushing's syndrone
Decitabine lyophilised powder for injection 50mg/20ml vial (additional indication),decitabine,0.8250000000000001,100.0,22.22222222222222,Fuzzy,09.04.14,3/8/99,"For the treatment of adult patients aged 65 years and above with newly diagnosed de novo or secondary acute myeloid leukemia (AML), according to World Health Organisation (WHO) classification, who are not candidates for standard induction chemotherapy.",Treatment of myelodysplastic syndromes.
Sildenafil Citrate Orally Disintegrating Strips. 25mg/50mg (Additional Dosage Form),sildenafil,0.8250000000000001,100.0,22.22222222222222,Fuzzy,05.07.13,7/28/11,For the treatment of erectile dysfunction.,Treatment of pediatric (defined as children less than 17 years of age) pulmonary arterial hypertension
Budesonide + Formoterol (80/160mcg + 4.5mcg) Inhalational Powder (Additional Indication),budesonide,0.8250000000000001,100.0,22.22222222222222,Fuzzy,17.10.08,5/17/10,Indicated in the regular treatment of patients with moderate to severe COPD with frequent symptoms and a history of exacerbations.,To slow the progression of immunoglobulin A nephropathy & delay kidney failure in patients affected by the disease.
Mesna (Sodium-2-mercapto-ethane sulphonate),Mesna,0.8243902439024391,100.0,21.739130434782606,Fuzzy,1981-December,11/14/85,Urotoxic agent- for prevention of urotoxic side effects associated with the treatment of malignant tumours by oxazaphosphorines.,For use as a prophylactic agent in reducing the incidence of ifosfamide-induced hemorrhagic cystitis.
Paclitaxel suspension for injection Conc. For nanodispersion 100/300mg (add. Indication),Paclitaxel,0.8238095238095239,100.0,21.276595744680847,Fuzzy,18.12.14,3/25/97,Management of endometriosis associated pain.,Treatment of AIDS-related Kaposi's sarcoma.
Tenofovir Disoproxil Fumarate300mg + Emtricitabin 200mg + Efavirenz 600mg tablet,tenofovir,0.8236842105263158,100.0,21.176470588235297,Fuzzy,1/8/2006,3/17/09,For the treatment of HIV-1 infection in adults only.,Treatment of pediatric HIV infection.
Imatinib mesilate100/400mg tablets and 100 mg capsules (Additional indication),imatinib,0.8210526315789474,100.0,19.047619047619047,Fuzzy,09.09.14,10/11/05,Treatment of Paediatric patients with newly diagnosed Philadelphia chromosome positive acute Lymphoblastic Leukaemia (Ph+ALL) integrated with chemotherapy.,Treatment of Philadelphia-positive acute lymphoblastic leukemia
Salmon calcitonin injection,Calcitonin-human for injection,0.8130864197530864,85.1063829787234,70.17543859649122,Fuzzy,3/8/1995,1/20/87,"Hypercalcaemia pain associated with advanced metastic bone cancer, paget's disease, post menopausal osteoporesis.",Treatment of symptomatic Paget's disease (osteitis deformans).
Tetramisole Hydrochloride,Cysteamine hydrochloride,0.7938888888888888,81.63265306122449,81.63265306122449,Fuzzy,1973-July,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
Tacrine hydrochloride caps,Amantadine hydrochloride,0.7881803868645973,80.0,76.0,Fuzzy,14/02/1996,4/9/15,For the treatment of dementia in patients with Alzheimer's disease of mild to moderate severity.,Treatment of levodopa-induced dyskinesia
Diclofenac sodium ophthalmic solution,Cromolyn sodium 4% ophthalmic solution,0.7843650101714618,82.53968253968254,81.08108108108108,Fuzzy,27/01/1995,7/24/85,Indicated in post operative inflammation in patients who have undergone cataract operation.,Treatment of vernal keratoconjunctivitis.
Human interferon alfa-2b (reombinant) inj.,Interferon alfa-2b (recombinant),0.7769820218096081,84.05797101449275,84.05797101449275,Fuzzy,2/1/2001,6/24/87,"By cancer specialists-for multiple myeloma, kaposis sarcoma in patients with AIDS, malignant melanoma, hairy cell leukemia, chronic myelogenous leukemia, laryngeal papilimatosis, condylomate accuminata, superficial and nodulocerative basal cell carcinoma.",Treatment of AIDS-related Kaposi's sarcoma.
Amitriptyline hydrochloride,apomorphine hydrochloride,0.7710476190476192,80.76923076923077,80.76923076923077,Fuzzy,1962- August,4/22/93,Anti-depressant.,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
Cefprozil tablet & powder for oral suspension,Ritonavir powder for oral suspension,0.7631083118001722,83.87096774193549,78.48101265822784,Fuzzy,29/08/2006,1/11/17,"For the treatment of patients with mild to moderate upper respiratory tract infection, lower respiratory tract infection, skin & skin structure infection.",Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection
Stavudine powder for suspension,Ritonavir powder for oral suspension,0.750199123855038,80.76923076923077,77.61194029850746,Fuzzy,11/3/2005,1/11/17,For HIV-1 infusion.,Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection
Buprenorphine hydrochloride,apomorphine hydrochloride,0.74675645342312,84.61538461538461,84.61538461538461,Fuzzy,1986-April,4/22/93,"Narcotic analgesic- Indicated in the treatment of post-operative pain, pre-medication before surgery & myocardial pain.",Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
Protryptyline hydrochloride,apomorphine hydrochloride,0.7456084656084657,80.76923076923077,80.76923076923077,Fuzzy,1969- June,4/22/93,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
Ethamsylate + Tranexamic acid,tranexamic acid,0.7407407407407408,100.0,71.42857142857143,Fuzzy,29/12/2004,12/3/85,"By RMP- for the treatment of abnormal blood loss due to menorrhagia, local fibrinolysis and intra operative/post operative hemorrhage.","For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions"
L-Asparaginase,Erwinia L-asparaginase,0.735930735930736,100.0,77.77777777777779,Fuzzy,1973-May,7/30/86,Anticancer,Treatment of acute lymphocytic leukemia.
Nicotinamide hydrochloride,Cysteamine hydrochloride,0.7355006105006106,80.0,80.0,Fuzzy,1962- September,8/19/97,B complex,Treatment of corneal cystine crystal accumulation in cystinosis patients.
Alprostadil for injection,pentostatin for injection,0.7333333333333334,80.0,80.0,Fuzzy,9/5/2002,9/10/87,Treatment of erectile dysfunction in men. Endocrinologists/urologists/psychiatrists/venereologists only,Treatment of hairy cell leukemia
Erdosteine Powder for oral suspension 35mg/ml,Ritonavir powder for oral suspension,0.7312500000000001,83.87096774193549,74.07407407407408,Fuzzy,6/2/2006,1/11/17,For chronic obstructive bronchitis.,Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection
FDC of Gabapentin (300mg) + Methylcobalamin (500mcg) Tablet,gabapentin,0.7295597484276729,100.0,31.746031746031743,Fuzzy,5/8/2005,11/8/10,For the treatment of neuropathic pain in adults.,Management of postherpetic neuralgia
Isoptin hydrochloride,Cysteamine hydrochloride,0.720899470899471,80.0,80.0,Fuzzy,1974- September,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
r-hu-coagulation factor VII (a) inj.,Coagulation Factor IX (human),0.7192760942760943,80.0,76.66666666666666,Fuzzy,14/01/2003,7/5/90,Treatment of bleeding episodes and prevention of excessive bleeding associated with surgery in patients with inherited or acquired hemophilia with inhibitors to coagulation factor VIII or IX,"For use as replacement therapy in patients with hemophilia B for the prevention and control of bleeding episodes, and during surgery to correct defective hemostasis."
L-Lysine hydrochloride cream,Cysteamine hydrochloride,0.7158730158730159,80.76923076923077,73.07692307692308,Fuzzy,03.12.07,8/19/97,For the treatment of wounds of various etiology.,Treatment of corneal cystine crystal accumulation in cystinosis patients.
Cholestyramine Powder for oral suspension (4gm/sachet),Ritonavir powder for oral suspension,0.709013209013209,83.87096774193549,68.18181818181819,Fuzzy,30/03/2006,1/11/17,For hypercholesterolaemia.,Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection
Levosalbutamol (as sulphate) inhalation solution,Iloprost inhalation solution,0.7030578117534639,80.85106382978724,67.56756756756756,Fuzzy,4/6/2001,8/17/04,By RMP- for treatment or prevention of bronchospasm in adults and adolescents with reversible obstructive airway disease.,Treatment of pulmonary arterial hypertension
